Ariana Grande,784
Lana Del Rey,724
Miracle Healing Tones TP,664
The Sundays,363
Ilir Shaqiri,334
Sabrina Carpenter,326
The Weeknd,211
Beyonc̩,209
Taylor Swift,190
Alban Skenderaj,168
Mc Kresha,160
Empire Of The Sun,160
Shkodra Elektronike,156
Little Mix,150
Shania Twain,132
Michael Jackson,131
Rina,131
Aleksander Gjoka,129
Yll Limani,123
New Radicals,123
Kate Bush,120
Fleetwood Mac,117
Mac Miller,113
Kanye West,109
Mariah Carey,102
Bana Zahiti,100
Coldplay,100
