2025-03-01,320,324.197933,In My Room,Chance PeÃ±a,6
2025-03-14,307,209.513033,Bleed (feat. Omar Apollo),Malcolm Todd,11
2025-04-05,283,254.478216,dandelion,Ariana Grande,11
2025-02-20,255,158.083116,get well soon,Ariana Grande,3
2025-04-10,249,223.781083,Haunted,BeyoncÃ©,8
2025-03-20,237,340.229983,Juno,Sabrina Carpenter,21
2025-03-24,234,310.553350,Not Strong Enough,boygenius,19
2024-12-09,222,440.540300,Soul Love - 2012 Remaster,David Bowie,10
2025-03-17,215,204.645000,26,Paramore,12
2025-04-09,212,162.467033,Juno,Sabrina Carpenter,12
2024-12-30,205,459.238733,Hey hey hey,Mc Kresha,8
2024-12-03,204,217.218816,(Nice Dream),Radiohead,4
2025-02-26,197,211.898233,Born Again (feat. Doja Cat & RAYE),LISA,32
2025-03-21,194,233.198350,Juno,Sabrina Carpenter,12
2025-03-16,193,263.436383,Bleed (feat. Omar Apollo),Malcolm Todd,12
2025-01-18,191,183.231250,Knock 'Em Out,Lily Allen,15
2025-03-22,189,266.792900,Hey Kids,Molina,13
2024-12-28,188,177.481383,Zjerm,Shkodra Elektronike,11
2024-12-04,187,242.046766,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,14
2025-03-27,185,309.293983,Not Strong Enough,boygenius,9
2024-12-10,176,254.464300,Fancy Footwork,Chromeo,44
2025-03-10,175,309.228766,Bleed (feat. Omar Apollo),Malcolm Todd,36
2025-03-03,173,245.472916,Zjerm,Shkodra Elektronike,16
2025-02-17,170,233.225983,Drenicake,ILIR SHAQIRI,21
2024-12-23,169,223.853916,Zjerm,Shkodra Elektronike,25
2025-03-07,168,306.748733,Open Hearts,The Weeknd,27
2024-12-26,167,181.009216,Zjerm,Shkodra Elektronike,20
2025-04-02,167,128.100283,Tu Luta,Shkurte Gashi,10
2025-03-05,166,248.744516,"The Winner Takes It All - From ""Mamma Mia!""",Meryl Streep,16
2025-01-22,165,276.085116,Like Him (feat. Lola Young),"Tyler, The Creator",5
2025-03-11,165,89.718116,Bleed (feat. Omar Apollo),Malcolm Todd,7
2025-02-24,158,190.436250,Standing Next to You,Jung Kook,11
2025-01-06,154,447.200316,Up in the Air,SYTÃ‹,17
2025-04-11,153,291.281716,Thana,Tayna,19
2025-02-06,152,147.578516,The Abyss (feat. Lana Del Rey),The Weeknd,13
2025-03-23,151,279.341433,Hey Kids,Molina,9
2025-02-23,151,238.421733,Another Day Of Sun,La La Land Cast,24
2025-03-12,145,146.280766,Bleed (feat. Omar Apollo),Malcolm Todd,15
2025-01-30,141,185.882316,Hey hey hey,Mc Kresha,13
2025-04-03,140,150.198566,Tu Luta,Shkurte Gashi,8
2025-02-16,139,153.014933,Life Goes On,The Sundays,4
2025-02-14,138,216.973383,365,Zedd,6
2025-03-29,135,194.355683,twilight zone,Ariana Grande,15
2024-12-16,135,342.154400,Messy,Lola Young,69
2024-12-25,135,154.942850,Zjerm,Shkodra Elektronike,12
2025-03-09,133,132.334983,Bleed (feat. Omar Apollo),Malcolm Todd,14
2025-03-08,133,153.312850,Bleed (feat. Omar Apollo),Malcolm Todd,31
2025-03-18,127,74.367900,26,Paramore,3
2025-03-19,124,152.510116,Juno,Sabrina Carpenter,15
2025-03-15,123,119.828266,imperfect for you - live version,Ariana Grande,10
2025-03-28,122,173.213516,twilight zone,Ariana Grande,15
2025-03-30,122,136.973433,warm,Ariana Grande,9
2025-01-14,121,145.583700,Life Goes On,The Sundays,14
2025-02-18,121,179.707433,Drenicake,ILIR SHAQIRI,10
2025-01-07,121,235.869233,Superglue,ROLE MODEL,6
2025-02-05,120,216.426266,Pink Pony Club,Chappell Roan,20
2024-12-11,120,169.805000,Fancy Footwork,Chromeo,28
2024-12-12,119,173.904966,Fancy Footwork,Chromeo,33
2025-02-21,116,164.775666,Memory,Andrew Lloyd Webber,11
2025-01-27,116,198.930100,Per Ty,Dafina Zeqiri,43
2025-03-26,115,162.281466,Not Strong Enough,boygenius,15
2025-02-03,112,130.706333,Rocketeer,Far East Movement,8
2025-01-04,112,149.952783,Up in the Air,SYTÃ‹,23
2025-02-22,112,171.541316,Another Day Of Sun,La La Land Cast,8
2025-01-17,112,108.176816,Knock 'Em Out,Lily Allen,6
2025-04-04,111,123.426500,Si Je,Kidda,6
2025-01-05,107,196.305116,Up in the Air,SYTÃ‹,14
2025-02-25,105,99.560000,When He Sees Me,Kimiko Glenn,7
2025-04-07,104,194.760866,Chinese Satellite,Phoebe Bridgers,6
2025-03-25,104,116.623216,Not Strong Enough,boygenius,4
2025-04-08,103,74.862300,dandelion,Ariana Grande,3
2025-01-15,102,175.222016,Knock 'Em Out,Lily Allen,27
2025-01-08,100,114.292883,Buzet Me Jane Thare,Eranda Libohova,3
