Ariana Grande,1088
Shkodra Elektronike,513
The Weeknd,308
Lana Del Rey,308
Malcolm Todd,303
Mc Kresha,298
Radiohead,291
Lola Young,249
Little Mix,242
BeyoncÃ©,196
Strawberry Guy,190
Chromeo,186
The Sundays,174
Sabrina Carpenter,173
Lily Allen,168
Dafina Zeqiri,168
Tayna,167
SYTÃ‹,151
Clint Mansell,149
Rihanna,147
Meryl Streep,145
Paramore,145
SZA,136
Taylor Swift,132
Ilir Shaqiri,131
Elvana Gjata,125
Dhurata Dora,123
Adele,109
Chappell Roan,105
The Smiths,100
