2025-09-04,36,103.413866,Lana Del Rey,12,8.843166
2025-11-10,36,41.542050,Taylor Swift,6,0.415833
2025-11-15,36,447.927966,Miracle Healing Tones TP,114,257.541050
2025-11-23,35,629.084916,Miracle Healing Tones TP,227,515.945550
2025-11-20,35,46.118383,Ariana Grande,4,6.792366
2025-10-29,35,46.235866,Yll Limani,6,7.587333
2025-09-14,35,116.734616,Lana Del Rey,21,58.559650
2025-09-18,35,119.464883,Sabrina Carpenter,11,11.239300
2025-09-20,34,116.587050,Lana Del Rey,9,14.031300
2025-09-02,34,80.821500,Ariana Grande,21,9.699166
2025-09-05,34,133.823916,Lana Del Rey,21,11.383766
2025-10-31,34,120.216750,Sabrina Carpenter,6,16.707100
2025-10-28,33,77.351383,Shkurte Fejza,7,10.203083
2025-10-22,32,175.451383,Ariana Grande,16,33.961100
2025-10-05,32,313.714550,Ariana Grande,28,48.741566
2025-11-22,31,180.929433,Labi,37,116.137216
2025-09-19,30,200.141783,Ariana Grande,18,30.173066
2025-09-24,30,74.040716,Sabrina Carpenter,5,8.277066
2025-07-27,30,60.338600,Royal Philharmonic Orchestra,5,4.429666
2025-09-07,29,59.107000,Flori Mumajesi,8,7.873533
2025-09-22,29,124.399700,Rina,11,24.895783
2025-10-01,29,67.695166,Ariana Grande,8,5.375633
2025-08-05,28,133.010450,The Sundays,24,52.269983
2025-08-03,28,33.486483,Demi Lovato,6,0.361600
2025-09-12,27,100.835966,JADE,24,15.800416
2025-09-25,26,112.464716,New Radicals,31,60.592533
2025-09-21,26,129.202766,Rina,17,37.110166
2025-09-29,26,147.218850,ILIR SHAQIRI,8,9.574016
2025-10-12,25,33.019950,Ariana Grande,5,1.742750
2025-10-17,25,136.064716,Empire Of The Sun,12,17.613033
2025-11-09,25,75.039383,Mac Miller,10,25.922550
2025-08-04,24,100.557366,The Sundays,5,13.152650
2025-10-04,23,159.679283,Ariana Grande,27,48.815250
2025-09-26,23,121.646100,New Radicals,16,34.069083
2025-09-10,23,52.208850,Sabrina Carpenter,5,9.772300
2025-10-30,23,80.742700,Empire Of The Sun,7,15.591166
2025-10-19,22,194.795083,ILIR SHAQIRI,37,62.410000
2025-09-01,22,138.334166,Lana Del Rey,30,52.362966
2025-10-23,21,143.844950,Ariana Grande,15,24.291300
2025-10-27,21,95.413183,Yll Limani,8,10.482500
2025-11-05,20,102.710616,Ariana Grande,6,6.091433
