2025-08-22,180,219.736650,Lana Del Rey,20,10.127666
2025-08-10,171,189.977133,Adele,19,9.733333
2025-08-18,157,167.101483,Ariana Grande,19,5.999733
2025-08-15,156,140.632583,Ariana Grande,18,6.807600
2025-08-16,144,131.747566,Billy Joel,9,6.014333
2025-10-11,124,140.922566,Beyonc̩,18,22.816783
2025-11-13,117,199.436650,Shania Twain,72,8.848300
2025-08-23,115,165.285150,Little Mix,18,6.310833
2025-09-06,103,462.472033,Lana Del Rey,25,40.534700
2025-10-14,102,188.141300,Lana Del Rey,45,14.086000
2025-08-11,98,150.116066,Gary Moore,14,1.797500
2025-08-24,96,83.881833,Elvana Gjata,9,5.307333
2025-07-30,90,224.815966,Aphex Twin,30,5.686950
2025-10-15,90,120.944583,Coldplay,18,8.491333
2025-11-12,85,125.518266,Lana Del Rey,10,2.528000
2025-11-14,85,514.268583,Miracle Healing Tones TP,184,417.091033
2025-08-20,80,181.115116,Ariana Grande,15,9.157900
2025-08-19,79,119.516133,Lana Del Rey,19,31.976400
2025-08-27,77,146.941166,Ariana Grande,29,19.941366
2025-10-03,75,171.488333,Taylor Swift,24,48.352566
2025-08-02,72,115.863483,The Sundays,17,40.514250
2025-11-16,70,132.912983,Genta Ismajli,13,2.241716
2025-10-18,70,161.848166,Ariana Grande,28,54.917283
2025-11-17,68,140.245333,Beyonc̩,17,13.850666
2025-08-12,66,136.668600,Lana Del Rey,6,12.287833
2025-08-30,66,124.611966,Shkodra Elektronike,10,18.385950
2025-08-21,65,60.851783,The Weeknd,20,18.663900
2025-07-28,64,132.318916,The Chicks,6,0.540666
2025-09-30,64,153.033700,Kanye West,40,25.889633
2025-08-29,63,148.875400,The Sundays,21,16.885350
2025-10-16,63,128.339833,Ariana Grande,19,25.317300
2025-07-29,59,153.136166,The Sundays,19,54.366216
2025-08-25,58,131.046166,Lana Del Rey,11,15.213866
2025-08-26,58,70.299516,Lana Del Rey,34,13.769000
2025-09-17,58,133.411800,Lea Salonga,11,10.394666
2025-07-31,57,195.847433,Frou Frou,9,23.498516
2025-08-13,56,37.615750,Mariah Carey,6,5.664500
2025-08-08,56,94.583016,Robin Thicke,8,4.472166
2025-10-21,56,120.244800,Ariana Grande,13,18.198533
2025-10-13,55,75.004700,Kanye West,13,8.415166
2025-11-18,53,142.660866,Ariana Grande,13,11.785666
2025-11-11,53,99.656866,Michael Jackson,10,11.155833
2025-11-03,53,190.662483,Buta,14,7.441666
2025-10-02,53,113.437950,Kanye West,10,6.738783
2025-09-15,52,181.927516,Heart,13,25.675733
2025-08-06,52,139.919583,Elvana Gjata,7,4.993066
2025-11-08,52,205.885200,Ariana Grande,8,12.777233
2025-11-24,52,94.199750,Miracle Healing Tones TP,7,15.909783
2025-11-01,51,175.043650,Alban Skenderaj,48,5.846733
2025-11-04,50,280.663366,Mac Miller,15,34.380316
2025-10-07,50,51.594950,Sabrina Carpenter,7,5.090500
2025-10-06,49,185.116016,Kodaline,16,36.032816
2025-10-10,49,76.372166,Ilir Shaqiri,9,7.279000
2025-11-06,48,221.117983,Donny Osmond,11,14.777600
2025-11-19,48,200.270633,Ariana Grande,14,30.024666
2025-10-09,48,87.522933,Royal Philharmonic Orchestra,8,12.221333
2025-09-23,48,184.901350,The Sundays,14,35.609683
2025-10-08,46,56.379100,Shkodra Elektronike,9,10.495800
2025-11-21,46,342.910150,Miracle Healing Tones TP,115,260.754850
2025-09-08,45,161.818283,Flori Mumajesi,32,29.605700
2025-09-16,44,92.704166,Laurie Spiegel,8,4.313166
2025-08-28,44,113.223383,Beyonc̩,17,9.525450
2025-08-09,44,166.323683,Lana Del Rey,28,23.506416
2025-08-31,43,131.763766,Lana Del Rey,17,21.592950
2025-10-25,43,102.859333,ILIR SHAQIRI,14,10.188733
2025-10-26,43,72.711783,Adelina Ismaili,12,10.043333
2025-11-07,40,179.418533,HUNTR/X,12,6.663283
2025-08-14,40,86.998283,Malcolm Todd,6,0.867883
2025-09-27,40,124.640716,Billy Joel,13,15.944450
2025-09-28,40,100.568033,Gary Moore,9,10.562983
2025-08-17,39,33.282166,Bana Zahiti,3,0.875333
2025-11-02,38,102.988283,Yll Limani,18,3.454450
2025-10-20,37,226.936316,Ariana Grande,18,41.288700
2025-08-01,37,174.447650,The Sundays,27,52.696266
2025-09-03,37,85.193666,Little Mix,9,6.398000
