Ariana Grande,2701
Miracle Healing Tones TP,1840
Lana Del Rey,1659
Shkodra Elektronike,1295
Mc Kresha,811
Sabrina Carpenter,671
The Sundays,642
Kate Bush,636
The Weeknd,631
Little Mix,613
