2025-06-11,518,309.996650,Running Up That Hill (A Deal With God),Kate Bush,15
2025-06-12,487,387.263500,Running Up That Hill (A Deal With God),Kate Bush,16
2025-06-27,383,304.911483,Cloudbusting - 2018 Remaster,Kate Bush,6
2025-04-17,355,192.890783,Attention,Charlie Puth,7
2025-04-26,348,488.132100,End of Beginning,Djo,17
2025-05-10,327,209.792783,VONE,Dhurata Dora,19
2025-07-14,307,187.912116,Times Like These,Addison Rae,6
2025-06-10,274,286.616883,Zjerm,Shkodra Elektronike,23
2025-05-03,273,256.759233,Fake Plastic Trees,Radiohead,7
2025-05-20,272,239.746016,Deslocado,NAPA,36
2025-06-24,247,277.788950,Running Up That Hill (A Deal With God),Kate Bush,6
2025-06-17,232,248.983133,Zjerm,Shkodra Elektronike,8
2025-05-04,228,124.525450,Na bojna nice,Tingulli Trent,4
2025-05-19,226,326.766800,End of Beginning,Djo,11
2025-06-20,226,193.209666,Walk On By,Lola Young,6
2025-06-19,224,226.606816,Running Up That Hill (A Deal With God),Kate Bush,11
2025-06-01,222,503.546966,Swan Lake,Pyotr Ilyich Tchaikovsky,81
2025-07-09,220,78.766933,Boni Mashallah,Hekuran Krasniqi,3
2025-05-18,218,175.995166,Lighter,Kyle Alessandro,5
2025-07-16,213,270.014050,Summertime,The Sundays,14
2025-06-02,207,374.602500,Swan Lake,Pyotr Ilyich Tchaikovsky,31
2025-06-16,205,171.734466,PORTOFINO,Elai,9
2025-05-13,191,163.895150,VONE,Dhurata Dora,10
2025-05-17,191,134.633150,PranverÃ« E Bukur,Shkodra Elektronike,14
2025-04-15,190,199.116300,Molla E ParÃ«,Shpat Deda,8
2025-05-15,189,194.378483,Zjerm,Shkodra Elektronike,11
2025-06-18,186,215.179350,13 Beaches,Lana Del Rey,5
2025-05-02,184,373.135716,Dreams - 2004 Remaster,Fleetwood Mac,17
2025-04-14,182,191.391533,Chinese Satellite,Phoebe Bridgers,14
2025-04-24,179,175.176350,We Are The People,Empire Of The Sun,9
2025-05-24,178,197.086050,Balerina,Mc Kresha,13
2025-07-19,175,129.381783,Running Out Of Time,Ashe,4
2025-05-05,167,376.965383,Zjerm,Shkodra Elektronike,7
2025-05-31,166,293.176983,Zjerm,Shkodra Elektronike,12
2025-05-29,165,86.406966,Losing My Religion,R.E.M.,4
2025-04-16,164,139.330816,dandelion,Ariana Grande,5
2025-07-12,164,140.955983,"Girl, so confusing featuring lorde",Charli xcx,7
2025-04-28,163,159.482600,Standing On The Shore,Empire Of The Sun,8
2025-07-03,160,171.721200,Deti,Emra Brah,7
2025-07-11,160,93.689583,"Girl, so confusing featuring lorde",Charli xcx,4
2025-04-21,160,229.179116,The Spins,Mac Miller,26
2025-04-20,159,310.303400,We Are The People,Empire Of The Sun,22
2025-07-23,158,206.589083,Simulation Swarm,Big Thief,29
2025-05-22,151,215.309333,Deslocado,NAPA,16
2025-06-15,147,176.321966,ICU,Phoebe Bridgers,8
2025-07-22,145,135.379850,Simulation Swarm,Big Thief,10
2025-05-25,143,198.984483,Zjerm,Shkodra Elektronike,8
2025-06-13,139,181.566966,Zjerm,Shkodra Elektronike,11
2025-06-06,136,133.381083,Outside the Rain - 2016 Remaster,Stevie Nicks,5
2025-06-26,133,283.878850,Running Up That Hill (A Deal With God),Kate Bush,9
2025-04-12,128,116.420966,Thana,Tayna,11
2025-05-30,126,160.607733,Loco,Mc Kresha,8
2025-06-05,125,110.260500,Walk On By,Lola Young,14
2025-07-15,121,177.917933,Summertime,The Sundays,9
2025-06-04,121,178.977216,Walk On By,Lola Young,43
2025-06-21,121,233.354500,Colors,Laleh,10
2025-05-16,120,109.758766,Zjerm,Shkodra Elektronike,11
2025-07-04,119,91.631550,U Are My High,DJ Snake,4
2025-04-18,118,119.699250,Bed Chem,Sabrina Carpenter,4
2025-05-28,110,137.280150,Balerina,Mc Kresha,10
2025-06-28,110,140.706750,Zjerm,Shkodra Elektronike,9
2025-04-23,109,78.684716,What a Feeling,One Direction,5
2025-07-08,105,60.174900,Boni Mashallah,Hekuran Krasniqi,4
2025-04-13,105,160.160966,Thana,Tayna,9
2025-06-07,103,167.309483,Walk On By,Lola Young,12
2025-06-08,101,43.439916,(I Love You) For Sentimental Reasons - Single Version,The Righteous Brothers,3
2025-07-05,100,131.041166,Zjerm,Shkodra Elektronike,6
2025-04-19,100,150.675933,We Are The People,Empire Of The Sun,8
